posted_date,city,new_cases,new_tests,new_deaths
2020-05-08,Rancho Santa Margarita,0,19,0
2020-05-09,Rancho Santa Margarita,0,12,0
2020-05-10,Rancho Santa Margarita,1,12,0
2020-05-11,Rancho Santa Margarita,1,18,0
2020-05-12,Rancho Santa Margarita,0,20,0
2020-05-13,Rancho Santa Margarita,0,14,0
2020-05-14,Rancho Santa Margarita,0,21,0
2020-05-15,Rancho Santa Margarita,0,18,0
2020-05-16,Rancho Santa Margarita,0,6,0
2020-05-17,Rancho Santa Margarita,0,9,0
2020-05-18,Rancho Santa Margarita,0,26,0
2020-05-19,Rancho Santa Margarita,1,35,0
2020-05-20,Rancho Santa Margarita,1,22,0
2020-05-21,Rancho Santa Margarita,0,20,0
2020-05-22,Rancho Santa Margarita,1,23,0
2020-05-23,Rancho Santa Margarita,0,10,0
2020-05-24,Rancho Santa Margarita,0,14,0
2020-05-25,Rancho Santa Margarita,0,10,0
2020-05-26,Rancho Santa Margarita,0,15,0
2020-05-27,Rancho Santa Margarita,1,32,0
2020-05-28,Rancho Santa Margarita,1,35,0
2020-05-29,Rancho Santa Margarita,0,32,0
2020-05-30,Rancho Santa Margarita,1,16,0
2020-05-31,Rancho Santa Margarita,0,12,0
2020-06-01,Rancho Santa Margarita,0,36,0
2020-06-02,Rancho Santa Margarita,0,41,0
2020-06-03,Rancho Santa Margarita,1,35,0
2020-06-04,Rancho Santa Margarita,1,32,0
2020-06-05,Rancho Santa Margarita,5,47,0
2020-06-06,Rancho Santa Margarita,2,27,0
2020-06-07,Rancho Santa Margarita,1,10,0
2020-06-08,Rancho Santa Margarita,2,35,0
2020-06-09,Rancho Santa Margarita,1,49,0
2020-06-10,Rancho Santa Margarita,1,30,0
2020-06-11,Rancho Santa Margarita,1,36,0
2020-06-12,Rancho Santa Margarita,0,39,0
2020-06-13,Rancho Santa Margarita,0,22,0
2020-06-14,Rancho Santa Margarita,0,21,0
2020-06-15,Rancho Santa Margarita,0,37,0
2020-06-16,Rancho Santa Margarita,6,48,0
2020-06-17,Rancho Santa Margarita,4,49,0
2020-06-18,Rancho Santa Margarita,2,47,0
2020-06-19,Rancho Santa Margarita,5,53,0
2020-06-20,Rancho Santa Margarita,2,38,0
2020-06-21,Rancho Santa Margarita,2,26,0
2020-06-22,Rancho Santa Margarita,6,54,0
2020-06-23,Rancho Santa Margarita,7,68,0
2020-06-24,Rancho Santa Margarita,13,70,0
2020-06-25,Rancho Santa Margarita,7,67,0
2020-06-26,Rancho Santa Margarita,13,90,0
2020-06-27,Rancho Santa Margarita,2,43,0
2020-06-28,Rancho Santa Margarita,10,30,0
2020-06-29,Rancho Santa Margarita,8,67,0
2020-06-30,Rancho Santa Margarita,6,76,0
2020-07-01,Rancho Santa Margarita,5,65,0
2020-07-02,Rancho Santa Margarita,7,71,0
2020-07-03,Rancho Santa Margarita,8,59,0
2020-07-04,Rancho Santa Margarita,1,34,0
2020-07-05,Rancho Santa Margarita,1,24,0
2020-07-06,Rancho Santa Margarita,12,74,0
2020-07-07,Rancho Santa Margarita,13,81,0
2020-07-08,Rancho Santa Margarita,9,88,0
2020-07-09,Rancho Santa Margarita,6,72,0
2020-07-10,Rancho Santa Margarita,11,79,0
2020-07-11,Rancho Santa Margarita,1,34,0
2020-07-12,Rancho Santa Margarita,5,30,0
2020-07-13,Rancho Santa Margarita,7,139,0
2020-07-14,Rancho Santa Margarita,5,91,0
2020-07-15,Rancho Santa Margarita,7,126,0
2020-07-16,Rancho Santa Margarita,3,62,0
2020-07-17,Rancho Santa Margarita,5,51,0
2020-07-18,Rancho Santa Margarita,1,32,0
2020-07-19,Rancho Santa Margarita,1,25,0
2020-07-20,Rancho Santa Margarita,4,60,0
2020-07-21,Rancho Santa Margarita,2,62,0
2020-07-22,Rancho Santa Margarita,2,169,0
2020-07-23,Rancho Santa Margarita,1,54,0
2020-07-24,Rancho Santa Margarita,6,60,0
2020-07-25,Rancho Santa Margarita,1,29,0
2020-07-26,Rancho Santa Margarita,1,31,0
2020-07-27,Rancho Santa Margarita,4,137,0
2020-07-28,Rancho Santa Margarita,1,80,0
2020-07-29,Rancho Santa Margarita,4,61,0
2020-07-30,Rancho Santa Margarita,6,69,0
2020-07-31,Rancho Santa Margarita,1,55,0
2020-08-01,Rancho Santa Margarita,3,32,0
2020-08-02,Rancho Santa Margarita,0,20,0
2020-08-03,Rancho Santa Margarita,1,71,0
2020-08-04,Rancho Santa Margarita,3,61,0
2020-08-05,Rancho Santa Margarita,3,63,0
2020-08-06,Rancho Santa Margarita,1,52,0
2020-08-07,Rancho Santa Margarita,2,47,0
2020-08-08,Rancho Santa Margarita,1,28,0
2020-08-09,Rancho Santa Margarita,1,26,0
2020-08-10,Rancho Santa Margarita,0,65,0
2020-08-11,Rancho Santa Margarita,1,68,0
2020-08-12,Rancho Santa Margarita,0,48,0
2020-08-13,Rancho Santa Margarita,1,38,0
2020-08-14,Rancho Santa Margarita,2,49,0
2020-08-15,Rancho Santa Margarita,0,28,0
2020-08-16,Rancho Santa Margarita,0,31,0
2020-08-17,Rancho Santa Margarita,0,51,0
2020-08-18,Rancho Santa Margarita,1,48,0
2020-08-19,Rancho Santa Margarita,0,33,0
2020-08-20,Rancho Santa Margarita,2,50,0
2020-08-21,Rancho Santa Margarita,3,43,0
2020-08-22,Rancho Santa Margarita,0,24,0
2020-08-23,Rancho Santa Margarita,0,14,0
2020-08-24,Rancho Santa Margarita,2,50,0
2020-08-25,Rancho Santa Margarita,3,52,0
2020-08-26,Rancho Santa Margarita,3,48,0
2020-08-27,Rancho Santa Margarita,1,68,0
2020-08-28,Rancho Santa Margarita,1,50,0
2020-08-29,Rancho Santa Margarita,1,25,0
2020-08-30,Rancho Santa Margarita,0,26,0
2020-08-31,Rancho Santa Margarita,3,65,0
2020-09-01,Rancho Santa Margarita,1,66,0
2020-09-02,Rancho Santa Margarita,4,45,0
2020-09-03,Rancho Santa Margarita,1,54,0
2020-09-04,Rancho Santa Margarita,2,64,0
2020-09-05,Rancho Santa Margarita,0,22,0
2020-09-06,Rancho Santa Margarita,0,26,0
2020-09-07,Rancho Santa Margarita,1,20,0
2020-09-08,Rancho Santa Margarita,4,87,0
2020-09-09,Rancho Santa Margarita,1,55,0
2020-09-10,Rancho Santa Margarita,2,92,0
2020-09-11,Rancho Santa Margarita,0,46,0
2020-09-12,Rancho Santa Margarita,0,29,0
2020-09-13,Rancho Santa Margarita,0,18,0
2020-09-14,Rancho Santa Margarita,1,46,0
2020-09-15,Rancho Santa Margarita,1,64,0
2020-09-16,Rancho Santa Margarita,0,63,0
2020-09-17,Rancho Santa Margarita,1,49,0
2020-09-18,Rancho Santa Margarita,3,65,0
2020-09-19,Rancho Santa Margarita,1,36,0
2020-09-20,Rancho Santa Margarita,0,36,0
2020-09-21,Rancho Santa Margarita,2,59,0
2020-09-22,Rancho Santa Margarita,2,63,0
2020-09-23,Rancho Santa Margarita,1,67,0
2020-09-24,Rancho Santa Margarita,0,63,0
2020-09-25,Rancho Santa Margarita,1,55,0
2020-09-26,Rancho Santa Margarita,1,24,0
2020-09-27,Rancho Santa Margarita,0,22,0
2020-09-28,Rancho Santa Margarita,1,56,1
2020-09-29,Rancho Santa Margarita,0,73,0
2020-09-30,Rancho Santa Margarita,1,73,0
2020-10-01,Rancho Santa Margarita,1,51,0
2020-10-02,Rancho Santa Margarita,2,75,0
2020-10-03,Rancho Santa Margarita,1,48,0
2020-10-04,Rancho Santa Margarita,1,38,0
2020-10-05,Rancho Santa Margarita,3,99,0
2020-10-06,Rancho Santa Margarita,1,83,0
2020-10-07,Rancho Santa Margarita,4,75,0
2020-10-08,Rancho Santa Margarita,1,60,0
2020-10-09,Rancho Santa Margarita,0,93,0
2020-10-10,Rancho Santa Margarita,1,52,0
2020-10-11,Rancho Santa Margarita,0,41,0
2020-10-12,Rancho Santa Margarita,1,82,0
2020-10-13,Rancho Santa Margarita,1,109,0
2020-10-14,Rancho Santa Margarita,2,75,0
2020-10-15,Rancho Santa Margarita,2,73,0
2020-10-16,Rancho Santa Margarita,1,97,0
2020-10-17,Rancho Santa Margarita,0,50,0
2020-10-18,Rancho Santa Margarita,3,49,0
2020-10-19,Rancho Santa Margarita,3,101,0
2020-10-20,Rancho Santa Margarita,2,100,0
2020-10-21,Rancho Santa Margarita,3,91,0
2020-10-22,Rancho Santa Margarita,2,75,0
2020-10-23,Rancho Santa Margarita,0,94,0
2020-10-24,Rancho Santa Margarita,2,55,0
2020-10-25,Rancho Santa Margarita,1,46,0
2020-10-26,Rancho Santa Margarita,3,81,0
2020-10-27,Rancho Santa Margarita,1,76,0
2020-10-28,Rancho Santa Margarita,3,73,0
2020-10-29,Rancho Santa Margarita,1,82,0
2020-10-30,Rancho Santa Margarita,1,104,0
2020-10-31,Rancho Santa Margarita,0,33,0
2020-11-01,Rancho Santa Margarita,3,50,0
2020-11-02,Rancho Santa Margarita,2,89,0
2020-11-03,Rancho Santa Margarita,2,110,0
2020-11-04,Rancho Santa Margarita,0,107,0
2020-11-05,Rancho Santa Margarita,2,91,0
2020-11-06,Rancho Santa Margarita,4,112,0
2020-11-07,Rancho Santa Margarita,4,47,0
2020-11-08,Rancho Santa Margarita,2,47,0
2020-11-09,Rancho Santa Margarita,5,111,0
2020-11-10,Rancho Santa Margarita,6,112,0
2020-11-11,Rancho Santa Margarita,3,94,0
2020-11-12,Rancho Santa Margarita,3,103,0
2020-11-13,Rancho Santa Margarita,2,122,0
2020-11-14,Rancho Santa Margarita,4,70,0
2020-11-15,Rancho Santa Margarita,3,46,0
2020-11-16,Rancho Santa Margarita,5,115,0
2020-11-17,Rancho Santa Margarita,7,146,0
2020-11-18,Rancho Santa Margarita,10,157,0
2020-11-19,Rancho Santa Margarita,8,179,0
2020-11-20,Rancho Santa Margarita,7,120,0
2020-11-21,Rancho Santa Margarita,7,89,0
2020-11-22,Rancho Santa Margarita,7,69,0
2020-11-23,Rancho Santa Margarita,5,154,0
2020-11-24,Rancho Santa Margarita,9,117,0
2020-11-25,Rancho Santa Margarita,9,104,0
2020-11-26,Rancho Santa Margarita,0,11,0
2020-11-27,Rancho Santa Margarita,0,47,0
2020-11-28,Rancho Santa Margarita,1,11,0
2020-11-29,Rancho Santa Margarita,0,6,0
2020-03-09,San Clemente,1,3,0
2020-03-11,San Clemente,0,1,0
2020-03-12,San Clemente,0,5,0
2020-03-13,San Clemente,0,5,0
2020-03-14,San Clemente,2,4,0
2020-03-15,San Clemente,0,4,0
2020-03-16,San Clemente,0,18,0
2020-03-17,San Clemente,2,25,0
2020-03-18,San Clemente,0,16,0
2020-03-19,San Clemente,3,12,0
2020-03-20,San Clemente,6,21,0
2020-03-21,San Clemente,0,6,0
2020-03-22,San Clemente,0,5,0
2020-03-23,San Clemente,2,10,0
2020-03-24,San Clemente,2,11,0
2020-03-25,San Clemente,5,13,0
2020-03-26,San Clemente,2,10,0
2020-03-27,San Clemente,1,4,0
2020-03-28,San Clemente,3,8,0
2020-03-29,San Clemente,2,9,0
2020-03-30,San Clemente,0,10,0
2020-03-31,San Clemente,2,19,0
2020-04-01,San Clemente,2,16,0
2020-04-02,San Clemente,1,11,0
2020-04-03,San Clemente,0,15,0
2020-04-04,San Clemente,0,10,0
2020-04-05,San Clemente,2,10,0
2020-04-06,San Clemente,1,17,0
2020-04-07,San Clemente,0,13,0
2020-04-08,San Clemente,0,17,0
2020-04-09,San Clemente,1,12,0
2020-04-10,San Clemente,0,14,0
2020-04-11,San Clemente,0,4,0
2020-04-12,San Clemente,0,1,0
2020-04-13,San Clemente,0,12,0
2020-04-14,San Clemente,0,13,0
2020-04-15,San Clemente,1,20,1
2020-04-16,San Clemente,0,13,0
2020-04-17,San Clemente,0,18,0
2020-04-18,San Clemente,1,10,0
2020-04-19,San Clemente,0,8,0
2020-04-20,San Clemente,0,26,0
2020-04-21,San Clemente,1,19,0
2020-04-22,San Clemente,1,22,0
2020-04-23,San Clemente,0,20,0
2020-04-24,San Clemente,2,27,0
2020-04-25,San Clemente,0,13,0
2020-04-26,San Clemente,0,11,0
2020-04-27,San Clemente,1,17,0
2020-04-28,San Clemente,0,19,0
2020-04-29,San Clemente,0,30,0
2020-04-30,San Clemente,0,35,0
2020-05-01,San Clemente,3,28,0
2020-05-02,San Clemente,1,22,0
2020-05-03,San Clemente,0,7,0
2020-05-04,San Clemente,0,22,0
2020-05-05,San Clemente,0,23,0
2020-05-06,San Clemente,0,25,0
2020-05-07,San Clemente,0,26,0
2020-05-08,San Clemente,0,41,0
2020-05-09,San Clemente,0,11,1
2020-05-10,San Clemente,0,12,0
2020-05-11,San Clemente,1,27,0
2020-05-12,San Clemente,1,28,0
2020-05-13,San Clemente,1,31,0
2020-05-14,San Clemente,0,21,0
2020-05-15,San Clemente,0,27,0
2020-05-16,San Clemente,1,11,0
2020-05-17,San Clemente,0,18,0
2020-05-18,San Clemente,0,40,0
2020-05-19,San Clemente,2,40,0
2020-05-20,San Clemente,3,57,0
2020-05-21,San Clemente,1,46,0
2020-05-22,San Clemente,2,56,0
2020-05-23,San Clemente,1,23,0
2020-05-24,San Clemente,1,24,0
2020-05-25,San Clemente,0,17,0
2020-05-26,San Clemente,0,47,0
2020-05-27,San Clemente,0,50,0
2020-05-28,San Clemente,1,36,0
2020-05-29,San Clemente,1,50,0
2020-05-30,San Clemente,0,24,0
2020-05-31,San Clemente,1,19,0
2020-06-01,San Clemente,0,46,0
2020-06-02,San Clemente,0,44,0
2020-06-03,San Clemente,0,47,0
2020-06-04,San Clemente,0,50,0
2020-06-05,San Clemente,1,45,0
2020-06-06,San Clemente,1,32,0
2020-06-07,San Clemente,1,17,0
2020-06-08,San Clemente,0,48,0
2020-06-09,San Clemente,1,62,0
2020-06-10,San Clemente,1,58,0
2020-06-11,San Clemente,1,48,0
2020-06-12,San Clemente,3,61,0
2020-06-13,San Clemente,0,26,0
2020-06-14,San Clemente,0,21,0
2020-06-15,San Clemente,3,74,0
2020-06-16,San Clemente,2,66,0
2020-06-17,San Clemente,5,67,0
2020-06-18,San Clemente,5,72,0
2020-06-19,San Clemente,2,65,0
2020-06-20,San Clemente,6,54,0
2020-06-21,San Clemente,2,26,0
2020-06-22,San Clemente,6,92,0
2020-06-23,San Clemente,14,101,0
2020-06-24,San Clemente,9,114,0
2020-06-25,San Clemente,5,88,0
2020-06-26,San Clemente,7,102,0
2020-06-27,San Clemente,5,59,0
2020-06-28,San Clemente,8,40,0
2020-06-29,San Clemente,4,121,0
2020-06-30,San Clemente,3,82,0
2020-07-01,San Clemente,10,94,0
2020-07-02,San Clemente,13,112,0
2020-07-03,San Clemente,5,61,0
2020-07-04,San Clemente,1,26,0
2020-07-05,San Clemente,1,41,0
2020-07-06,San Clemente,15,134,0
2020-07-07,San Clemente,16,93,0
2020-07-08,San Clemente,14,117,0
2020-07-09,San Clemente,17,99,0
2020-07-10,San Clemente,13,93,0
2020-07-11,San Clemente,3,46,0
2020-07-12,San Clemente,5,45,0
2020-07-13,San Clemente,8,140,0
2020-07-14,San Clemente,8,86,0
2020-07-15,San Clemente,9,95,0
2020-07-16,San Clemente,5,89,1
2020-07-17,San Clemente,3,81,0
2020-07-18,San Clemente,6,53,0
2020-07-19,San Clemente,1,41,0
2020-07-20,San Clemente,7,116,0
2020-07-21,San Clemente,8,87,0
2020-07-22,San Clemente,6,70,0
2020-07-23,San Clemente,7,56,0
2020-07-24,San Clemente,5,70,0
2020-07-25,San Clemente,2,41,0
2020-07-26,San Clemente,1,19,0
2020-07-27,San Clemente,3,57,0
2020-07-28,San Clemente,8,76,0
2020-07-29,San Clemente,1,82,0
2020-07-30,San Clemente,1,63,0
2020-07-31,San Clemente,2,82,0
2020-08-01,San Clemente,3,47,0
2020-08-02,San Clemente,0,34,0
2020-08-03,San Clemente,6,73,0
2020-08-04,San Clemente,3,73,0
2020-08-05,San Clemente,2,80,0
2020-08-06,San Clemente,1,72,0
2020-08-07,San Clemente,5,77,0
2020-08-08,San Clemente,6,23,0
2020-08-09,San Clemente,0,27,1
2020-08-10,San Clemente,4,73,0
2020-08-11,San Clemente,1,60,0
2020-08-12,San Clemente,0,66,0
2020-08-13,San Clemente,1,58,0
2020-08-14,San Clemente,2,72,0
2020-08-15,San Clemente,1,28,1
2020-08-16,San Clemente,0,28,0
2020-08-17,San Clemente,1,82,1
2020-08-18,San Clemente,4,76,0
2020-08-19,San Clemente,2,49,0
2020-08-20,San Clemente,7,75,0
2020-08-21,San Clemente,1,93,0
2020-08-22,San Clemente,1,45,0
2020-08-23,San Clemente,3,42,0
2020-08-24,San Clemente,1,95,0
2020-08-25,San Clemente,4,117,0
2020-08-26,San Clemente,0,97,0
2020-08-27,San Clemente,1,83,0
2020-08-28,San Clemente,1,91,0
2020-08-29,San Clemente,3,50,0
2020-08-30,San Clemente,0,38,0
2020-08-31,San Clemente,3,88,0
2020-09-01,San Clemente,5,95,0
2020-09-02,San Clemente,3,82,0
2020-09-03,San Clemente,3,85,0
2020-09-04,San Clemente,0,82,1
2020-09-05,San Clemente,3,49,0
2020-09-06,San Clemente,1,38,0
2020-09-07,San Clemente,2,19,0
2020-09-08,San Clemente,2,113,0
2020-09-09,San Clemente,4,95,0
2020-09-10,San Clemente,8,113,0
2020-09-11,San Clemente,5,80,0
2020-09-12,San Clemente,1,39,0
2020-09-13,San Clemente,2,45,0
2020-09-14,San Clemente,2,90,0
2020-09-15,San Clemente,4,87,1
2020-09-16,San Clemente,1,88,0
2020-09-17,San Clemente,6,125,0
2020-09-18,San Clemente,0,97,0
2020-09-19,San Clemente,4,51,0
2020-09-20,San Clemente,2,30,0
2020-09-21,San Clemente,3,97,0
2020-09-22,San Clemente,7,98,0
2020-09-23,San Clemente,2,89,0
2020-09-24,San Clemente,4,118,0
2020-09-25,San Clemente,2,114,0
2020-09-26,San Clemente,0,48,0
2020-09-27,San Clemente,2,38,0
2020-09-28,San Clemente,3,83,0
2020-09-29,San Clemente,3,93,0
2020-09-30,San Clemente,1,85,0
2020-10-01,San Clemente,1,64,0
2020-10-02,San Clemente,3,103,0
2020-10-03,San Clemente,0,58,0
2020-10-04,San Clemente,1,53,0
2020-10-05,San Clemente,2,121,0
2020-10-06,San Clemente,2,109,0
2020-10-07,San Clemente,3,99,0
2020-10-08,San Clemente,4,92,0
2020-10-09,San Clemente,2,87,0
2020-10-10,San Clemente,1,64,0
2020-10-11,San Clemente,1,43,2
2020-10-12,San Clemente,4,117,0
2020-10-13,San Clemente,1,118,0
2020-10-14,San Clemente,4,132,0
2020-10-15,San Clemente,5,121,0
2020-10-16,San Clemente,4,106,0
2020-10-17,San Clemente,0,57,0
2020-10-18,San Clemente,0,73,0
2020-10-19,San Clemente,3,117,0
2020-10-20,San Clemente,6,131,0
2020-10-21,San Clemente,2,107,0
2020-10-22,San Clemente,2,121,0
2020-10-23,San Clemente,3,92,0
2020-10-24,San Clemente,3,70,0
2020-10-25,San Clemente,1,45,1
2020-10-26,San Clemente,6,108,0
2020-10-27,San Clemente,3,115,0
2020-10-28,San Clemente,2,127,0
2020-10-29,San Clemente,2,133,0
2020-10-30,San Clemente,6,102,0
2020-10-31,San Clemente,0,55,0
2020-11-01,San Clemente,1,71,0
2020-11-02,San Clemente,2,147,0
2020-11-03,San Clemente,2,111,0
2020-11-04,San Clemente,4,163,0
2020-11-05,San Clemente,7,134,0
2020-11-06,San Clemente,5,108,0
2020-11-07,San Clemente,2,73,0
2020-11-08,San Clemente,5,59,0
2020-11-09,San Clemente,7,119,0
2020-11-10,San Clemente,2,104,0
2020-11-11,San Clemente,4,107,0
2020-11-12,San Clemente,8,152,0
2020-11-13,San Clemente,9,146,0
2020-11-14,San Clemente,5,96,0
2020-11-15,San Clemente,6,102,0
2020-11-16,San Clemente,13,194,0
2020-11-17,San Clemente,14,202,0
2020-11-18,San Clemente,25,239,0
2020-11-19,San Clemente,27,276,0
2020-11-20,San Clemente,23,214,0
2020-11-21,San Clemente,14,190,0
2020-11-22,San Clemente,7,126,0
2020-11-23,San Clemente,22,230,0
2020-11-24,San Clemente,12,186,0
2020-11-25,San Clemente,17,175,0
2020-11-26,San Clemente,4,20,0
2020-11-27,San Clemente,1,57,0
2020-11-28,San Clemente,0,24,0
2020-11-29,San Clemente,0,8,0
2020-03-12,San Juan Capistrano,0,3,0
2020-03-13,San Juan Capistrano,3,4,0
2020-03-14,San Juan Capistrano,1,1,0
2020-03-15,San Juan Capistrano,0,1,0
2020-03-16,San Juan Capistrano,0,8,0
2020-03-17,San Juan Capistrano,0,2,0
2020-03-18,San Juan Capistrano,0,13,0
2020-03-19,San Juan Capistrano,1,7,0
2020-03-20,San Juan Capistrano,0,10,0
2020-03-21,San Juan Capistrano,1,5,0
2020-03-23,San Juan Capistrano,3,9,0
2020-03-24,San Juan Capistrano,1,4,0
2020-03-25,San Juan Capistrano,0,4,0
2020-03-26,San Juan Capistrano,3,8,0
2020-03-27,San Juan Capistrano,1,4,0
2020-03-28,San Juan Capistrano,0,4,0
2020-03-29,San Juan Capistrano,2,5,0
2020-03-30,San Juan Capistrano,0,6,0
2020-03-31,San Juan Capistrano,1,5,0
2020-04-01,San Juan Capistrano,0,6,0
2020-04-02,San Juan Capistrano,1,11,0
2020-04-03,San Juan Capistrano,0,7,0
2020-04-04,San Juan Capistrano,0,6,0
2020-04-05,San Juan Capistrano,1,2,0
2020-04-06,San Juan Capistrano,0,5,0
2020-04-07,San Juan Capistrano,1,9,0
2020-04-08,San Juan Capistrano,0,5,0
2020-04-09,San Juan Capistrano,1,7,0
2020-04-10,San Juan Capistrano,0,9,0
2020-04-11,San Juan Capistrano,0,5,0
2020-04-12,San Juan Capistrano,0,1,0
2020-04-13,San Juan Capistrano,0,7,0
2020-04-14,San Juan Capistrano,0,2,0
2020-04-15,San Juan Capistrano,0,14,0
2020-04-16,San Juan Capistrano,0,12,0
2020-04-17,San Juan Capistrano,0,11,0
2020-04-18,San Juan Capistrano,0,6,0
2020-04-19,San Juan Capistrano,0,4,0
2020-04-20,San Juan Capistrano,0,7,0
2020-04-21,San Juan Capistrano,0,1,0
2020-04-22,San Juan Capistrano,0,7,0
2020-04-23,San Juan Capistrano,0,7,0
2020-04-24,San Juan Capistrano,0,7,0
2020-04-25,San Juan Capistrano,0,7,0
2020-04-26,San Juan Capistrano,2,8,0
2020-04-27,San Juan Capistrano,1,6,0
2020-04-28,San Juan Capistrano,2,19,0
2020-04-29,San Juan Capistrano,1,11,0
2020-04-30,San Juan Capistrano,1,33,0
2020-05-01,San Juan Capistrano,1,26,0
2020-05-02,San Juan Capistrano,1,17,0
2020-05-03,San Juan Capistrano,0,8,0
2020-05-04,San Juan Capistrano,2,21,0
2020-05-05,San Juan Capistrano,1,17,0
2020-05-06,San Juan Capistrano,1,17,0
2020-05-07,San Juan Capistrano,5,23,0
2020-05-08,San Juan Capistrano,3,24,0
2020-05-09,San Juan Capistrano,0,7,0
2020-05-10,San Juan Capistrano,0,5,0
2020-05-11,San Juan Capistrano,4,22,0
2020-05-12,San Juan Capistrano,0,11,0
2020-05-13,San Juan Capistrano,1,23,0
2020-05-14,San Juan Capistrano,1,15,0
2020-05-15,San Juan Capistrano,1,24,0
2020-05-16,San Juan Capistrano,1,9,0
2020-05-17,San Juan Capistrano,0,3,0
2020-05-18,San Juan Capistrano,1,25,0
2020-05-19,San Juan Capistrano,0,19,0
2020-05-20,San Juan Capistrano,2,20,0
2020-05-21,San Juan Capistrano,2,23,0
2020-05-22,San Juan Capistrano,0,37,0
2020-05-23,San Juan Capistrano,0,15,0
2020-05-24,San Juan Capistrano,1,16,0
2020-05-25,San Juan Capistrano,1,9,0
2020-05-26,San Juan Capistrano,0,32,1
2020-05-27,San Juan Capistrano,3,27,0
2020-05-28,San Juan Capistrano,2,37,0
2020-05-29,San Juan Capistrano,2,30,0
2020-05-30,San Juan Capistrano,0,18,1
2020-05-31,San Juan Capistrano,0,14,0
2020-06-01,San Juan Capistrano,1,29,0
2020-06-02,San Juan Capistrano,1,44,0
2020-06-03,San Juan Capistrano,0,26,0
2020-06-04,San Juan Capistrano,0,25,0
2020-06-05,San Juan Capistrano,1,55,0
2020-06-06,San Juan Capistrano,0,19,0
2020-06-07,San Juan Capistrano,0,14,0
2020-06-08,San Juan Capistrano,2,26,0
2020-06-09,San Juan Capistrano,1,60,0
2020-06-10,San Juan Capistrano,3,40,0
2020-06-11,San Juan Capistrano,0,34,0
2020-06-12,San Juan Capistrano,0,34,0
2020-06-13,San Juan Capistrano,0,12,0
2020-06-14,San Juan Capistrano,0,14,0
2020-06-15,San Juan Capistrano,2,30,0
2020-06-16,San Juan Capistrano,2,38,0
2020-06-17,San Juan Capistrano,2,29,0
2020-06-18,San Juan Capistrano,4,41,0
2020-06-19,San Juan Capistrano,1,47,0
2020-06-20,San Juan Capistrano,3,25,0
2020-06-21,San Juan Capistrano,1,16,0
2020-06-22,San Juan Capistrano,1,54,0
2020-06-23,San Juan Capistrano,4,51,0
2020-06-24,San Juan Capistrano,7,47,0
2020-06-25,San Juan Capistrano,9,70,0
2020-06-26,San Juan Capistrano,10,78,0
2020-06-27,San Juan Capistrano,4,27,0
2020-06-28,San Juan Capistrano,1,23,0
2020-06-29,San Juan Capistrano,10,70,0
2020-06-30,San Juan Capistrano,6,53,0
2020-07-01,San Juan Capistrano,6,52,0
2020-07-02,San Juan Capistrano,9,75,0
2020-07-03,San Juan Capistrano,4,59,0
2020-07-04,San Juan Capistrano,3,15,0
2020-07-05,San Juan Capistrano,9,31,0
2020-07-06,San Juan Capistrano,7,54,0
2020-07-07,San Juan Capistrano,7,55,1
2020-07-08,San Juan Capistrano,7,54,0
2020-07-09,San Juan Capistrano,5,45,0
2020-07-10,San Juan Capistrano,6,54,0
2020-07-11,San Juan Capistrano,3,19,0
2020-07-12,San Juan Capistrano,5,20,0
2020-07-13,San Juan Capistrano,9,62,0
2020-07-14,San Juan Capistrano,6,49,0
2020-07-15,San Juan Capistrano,9,52,0
2020-07-16,San Juan Capistrano,3,55,1
2020-07-17,San Juan Capistrano,9,56,0
2020-07-18,San Juan Capistrano,4,31,0
2020-07-19,San Juan Capistrano,0,19,0
2020-07-20,San Juan Capistrano,6,55,0
2020-07-21,San Juan Capistrano,3,40,0
2020-07-22,San Juan Capistrano,3,38,0
2020-07-23,San Juan Capistrano,3,28,0
2020-07-24,San Juan Capistrano,6,50,0
2020-07-25,San Juan Capistrano,2,25,0
2020-07-26,San Juan Capistrano,8,19,0
2020-07-27,San Juan Capistrano,6,32,0
2020-07-28,San Juan Capistrano,4,48,0
2020-07-29,San Juan Capistrano,20,80,0
2020-07-30,San Juan Capistrano,4,52,0
2020-07-31,San Juan Capistrano,3,53,0
2020-08-01,San Juan Capistrano,3,28,0
2020-08-02,San Juan Capistrano,2,16,0
2020-08-03,San Juan Capistrano,4,45,0
2020-08-04,San Juan Capistrano,10,62,1
2020-08-05,San Juan Capistrano,7,47,0
2020-08-06,San Juan Capistrano,1,56,0
2020-08-07,San Juan Capistrano,13,46,0
2020-08-08,San Juan Capistrano,2,13,0
2020-08-09,San Juan Capistrano,2,26,1
2020-08-10,San Juan Capistrano,7,41,0
2020-08-11,San Juan Capistrano,3,59,0
2020-08-12,San Juan Capistrano,4,36,0
2020-08-13,San Juan Capistrano,3,55,0
2020-08-14,San Juan Capistrano,4,32,0
2020-08-15,San Juan Capistrano,3,29,0
2020-08-16,San Juan Capistrano,2,11,0
2020-08-17,San Juan Capistrano,4,36,1
2020-08-18,San Juan Capistrano,3,56,0
2020-08-19,San Juan Capistrano,1,34,0
2020-08-20,San Juan Capistrano,1,36,1
2020-08-21,San Juan Capistrano,2,41,0
2020-08-22,San Juan Capistrano,0,26,0
2020-08-23,San Juan Capistrano,0,18,0
